# s0,s1,s2,s3,s4,s5,s6,s7,s8
3.031363524496555328e-02,5.912892147898674011e-02,3.705426454544067383e-01,7.206513285636901855e-01,3.933286964893341064e-01,-2.552202343940734863e-01,7.658838480710983276e-02,2.331262975931167603e-01,2.120057582855224609e+00
3.048986196517944336e-02,6.016547232866287231e-02,3.808797895908355713e-01,6.965938210487365723e-01,3.901054859161376953e-01,-2.824367284774780273e-01,3.524540364742279053e-02,2.073101997375488281e-01,2.067424535751342773e+00
3.066993318498134613e-02,6.112365797162055969e-02,3.911303579807281494e-01,6.733198761940002441e-01,3.873859345912933350e-01,-3.104497790336608887e-01,3.601413592696189880e-02,1.916370540857315063e-01,2.050118207931518555e+00
3.078584186732769012e-02,6.198843568563461304e-02,4.012353122234344482e-01,6.501659750938415527e-01,3.837521076202392578e-01,-3.379831612110137939e-01,2.318181097507476807e-02,1.729552000761032104e-01,2.020986557006835938e+00
3.078998811542987823e-02,6.275228410959243774e-02,4.111749231815338135e-01,6.264144778251647949e-01,3.793911337852478027e-01,-3.647111952304840088e-01,8.291316917166113853e-04,1.527693718671798706e-01,1.987923145294189453e+00
3.060617484152317047e-02,6.337315589189529419e-02,4.207995235919952393e-01,5.994016528129577637e-01,3.713615238666534424e-01,-3.925565481185913086e-01,-3.676265478134155273e-02,1.241751164197921753e-01,1.924921631813049316e+00
3.034496679902076721e-02,6.392146646976470947e-02,4.303090572357177734e-01,5.741186141967773438e-01,3.639980554580688477e-01,-4.170783460140228271e-01,-5.224173516035079956e-02,1.096616685390472412e-01,1.901904225349426270e+00
2.995870262384414673e-02,6.448642909526824951e-02,4.393883943557739258e-01,5.579594969749450684e-01,3.435119390487670898e-01,-4.279037415981292725e-01,-7.725284993648529053e-02,1.129924878478050232e-01,1.815867424011230469e+00
2.949235402047634125e-02,6.481599062681198120e-02,4.482443928718566895e-01,5.346149802207946777e-01,3.252409994602203369e-01,-4.464690387248992920e-01,-9.326968342065811157e-02,6.591175496578216553e-02,1.771202445030212402e+00
2.905378490686416626e-02,6.504072248935699463e-02,4.570628404617309570e-01,5.129997134208679199e-01,3.091682791709899902e-01,-4.672340750694274902e-01,-8.771381527185440063e-02,4.494646936655044556e-02,1.763687133789062500e+00
2.850957773625850677e-02,6.516690552234649658e-02,4.656686782836914062e-01,4.866962730884552002e-01,2.956479191780090332e-01,-4.913475513458251953e-01,-1.088411957025527954e-01,2.523784153163433075e-02,1.721171140670776367e+00
2.782699652016162872e-02,6.518304347991943359e-02,4.740571081638336182e-01,4.572483897209167480e-01,2.842292785644531250e-01,-5.164423584938049316e-01,-1.365162432193756104e-01,3.227377077564597130e-03,1.677683472633361816e+00
2.708471566438674927e-02,6.508904695510864258e-02,4.822884202003479004e-01,4.302182197570800781e-01,2.717923521995544434e-01,-5.410655140876770020e-01,-1.484562307596206665e-01,-1.879919506609439850e-02,1.646262049674987793e+00
2.619565278291702271e-02,6.485690921545028687e-02,4.901175498962402344e-01,3.990691006183624268e-01,2.571599781513214111e-01,-5.644556283950805664e-01,-1.778125613927841187e-01,-4.642858356237411499e-02,1.565826058387756348e+00
2.521318197250366211e-02,6.451807171106338501e-02,4.978000819683074951e-01,3.698966503143310547e-01,2.434700280427932739e-01,-5.871422886848449707e-01,-1.964940577745437622e-01,-6.776740401983261108e-02,1.536506414413452148e+00
2.411304228007793427e-02,6.405429542064666748e-02,5.052619576454162598e-01,3.406353294849395752e-01,2.305325418710708618e-01,-6.089215278625488281e-01,-2.200282365083694458e-01,-9.275460988283157349e-02,1.492371082305908203e+00
2.284420840442180634e-02,6.344714015722274780e-02,5.123481750488281250e-01,3.076610267162322998e-01,2.140571177005767822e-01,-6.299935579299926758e-01,-2.537666857242584229e-01,-1.214306578040122986e-01,1.417246699333190918e+00
2.162031643092632294e-02,6.288570165634155273e-02,5.188885927200317383e-01,2.872607409954071045e-01,1.814608722925186157e-01,-6.439684033393859863e-01,-2.447782754898071289e-01,-1.122878417372703552e-01,1.308086872100830078e+00
2.026341110467910767e-02,6.212854012846946716e-02,5.254129171371459961e-01,2.636530995368957520e-01,1.579410433769226074e-01,-6.596899032592773438e-01,-2.713809907436370850e-01,-1.514328271150588989e-01,1.304862260818481445e+00
1.879931241273880005e-02,6.125846505165100098e-02,5.317025184631347656e-01,2.384691387414932251e-01,1.370245814323425293e-01,-6.758754849433898926e-01,-2.928200066089630127e-01,-1.740150451660156250e-01,1.257919669151306152e+00
1.732856035232543945e-02,6.028903275728225708e-02,5.375486016273498535e-01,2.093810588121414185e-01,1.131350696086883545e-01,-6.912679672241210938e-01,-2.941503822803497314e-01,-1.938860714435577393e-01,1.169212937355041504e+00
1.572185568511486053e-02,5.921453237533569336e-02,5.432134270668029785e-01,1.815407872200012207e-01,9.248442947864532471e-02,-7.063043713569641113e-01,-3.213408887386322021e-01,-2.149007618427276611e-01,1.132971882820129395e+00
1.412848941981792450e-02,5.804229155182838440e-02,5.484376549720764160e-01,1.505162268877029419e-01,6.864195317029953003e-02,-7.200822830200195312e-01,-3.186730742454528809e-01,-2.344479262828826904e-01,1.044842243194580078e+00
1.242665667086839676e-02,5.679518729448318481e-02,5.534028410911560059e-01,1.236440986394882202e-01,4.508867114782333374e-02,-7.318528890609741211e-01,-3.403665721416473389e-01,-2.494208365678787231e-01,9.930349588394165039e-01
1.066575013101100922e-02,5.547455325722694397e-02,5.580679178237915039e-01,9.910646826028823853e-02,2.069093473255634308e-02,-7.421370148658752441e-01,-3.521814346313476562e-01,-2.641264200210571289e-01,9.330181479454040527e-01
9.158255532383918762e-03,5.424728989601135254e-02,5.622887015342712402e-01,8.845713734626770020e-02,-2.084940113127231598e-02,-7.497715353965759277e-01,-3.014989197254180908e-01,-2.454532533884048462e-01,8.441538214683532715e-01
7.410311605781316757e-03,5.278017371892929077e-02,5.664218664169311523e-01,7.367969304323196411e-02,-5.318719521164894104e-02,-7.587185502052307129e-01,-3.495886921882629395e-01,-2.934229075908660889e-01,8.266413807868957520e-01
5.509090144187211990e-03,5.122618749737739563e-02,5.702501535415649414e-01,5.181857198476791382e-02,-8.188429474830627441e-02,-7.672618031501770020e-01,-3.802443444728851318e-01,-3.107971251010894775e-01,7.656538486480712891e-01
3.536785487085580826e-03,4.960391670465469360e-02,5.737667679786682129e-01,2.767892926931381226e-02,-1.088404804468154907e-01,-7.748813629150390625e-01,-3.944609165191650391e-01,-3.244540989398956299e-01,7.033222317695617676e-01
1.625340781174600124e-03,4.792300611734390259e-02,5.768875479698181152e-01,1.995432190597057343e-03,-1.384075134992599487e-01,-7.795190215110778809e-01,-3.822889328002929688e-01,-3.361826241016387939e-01,6.241598725318908691e-01
-4.368039080873131752e-04,4.615953937172889709e-02,5.797837972640991211e-01,-1.866072230041027069e-02,-1.661854982376098633e-01,-7.853068113327026367e-01,-4.124289155006408691e-01,-3.526933491230010986e-01,5.792400240898132324e-01
-2.499308669939637184e-03,4.433872178196907043e-02,5.823156237602233887e-01,-4.269890487194061279e-02,-1.937830001115798950e-01,-7.887486219406127930e-01,-4.125009477138519287e-01,-3.641635775566101074e-01,5.063676238059997559e-01
-4.429901484400033951e-03,4.246345907449722290e-02,5.844802856445312500e-01,-6.505541503429412842e-02,-2.263750731945037842e-01,-7.892364263534545898e-01,-3.861185312271118164e-01,-3.750520050525665283e-01,4.329372942447662354e-01
-6.529520731419324875e-03,4.051792249083518982e-02,5.863833427429199219e-01,-8.406141400337219238e-02,-2.558906376361846924e-01,-7.905549407005310059e-01,-4.199239015579223633e-01,-3.891073167324066162e-01,3.806083798408508301e-01
-8.703059516847133636e-03,3.851674124598503113e-02,5.879669189453125000e-01,-1.014925688505172729e-01,-2.844242751598358154e-01,-7.912605404853820801e-01,-4.347077012062072754e-01,-4.002366662025451660e-01,3.167209327220916748e-01
-1.092679426074028015e-02,3.646979853510856628e-02,5.892098546028137207e-01,-1.172374933958053589e-01,-3.124447762966156006e-01,-7.911111116409301758e-01,-4.447470009326934814e-01,-4.093886613845825195e-01,2.485776394605636597e-01
-1.301483064889907837e-02,3.435287624597549438e-02,5.901681184768676758e-01,-1.342369914054870605e-01,-3.446635901927947998e-01,-7.879981398582458496e-01,-4.176072776317596436e-01,-4.233838021755218506e-01,1.916578561067581177e-01
-1.526938006281852722e-02,3.218650072813034058e-02,5.907987952232360840e-01,-1.496347486972808838e-01,-3.730733096599578857e-01,-7.855938673019409180e-01,-4.509097635746002197e-01,-4.332752227783203125e-01,1.261302679777145386e-01
-1.747531816363334656e-02,2.991545759141445160e-02,5.911911129951477051e-01,-1.663782149553298950e-01,-4.044467508792877197e-01,-7.811725735664367676e-01,-4.411876797676086426e-01,-4.542087614536285400e-01,7.847174257040023804e-02
-1.990193128585815430e-02,2.757978439331054688e-02,5.912153720855712891e-01,-1.816994100809097290e-01,-4.312674105167388916e-01,-7.784354686737060547e-01,-4.853228330612182617e-01,-4.671345353126525879e-01,4.844173789024353027e-03
-2.234188467264175415e-02,2.516718581318855286e-02,5.908629298210144043e-01,-1.996573656797409058e-01,-4.575765132904052734e-01,-7.728645205497741699e-01,-4.879903495311737061e-01,-4.825199842453002930e-01,-7.048878073692321777e-02
-2.481183409690856934e-02,2.274366468191146851e-02,5.900844931602478027e-01,-2.144906222820281982e-01,-4.828995466232299805e-01,-7.664940953254699707e-01,-4.939900636672973633e-01,-4.847039282321929932e-01,-1.556855887174606323e-01
-2.715947851538658142e-02,2.019215933978557587e-02,5.890432596206665039e-01,-2.277345955371856689e-01,-5.125287175178527832e-01,-7.567390799522399902e-01,-4.695288240909576416e-01,-5.103011727333068848e-01,-2.082436978816986084e-01
-2.958439290523529053e-02,1.770037226378917694e-02,5.875529646873474121e-01,-2.417239248752593994e-01,-5.377077460289001465e-01,-7.457906603813171387e-01,-4.849829673767089844e-01,-4.983574748039245605e-01,-2.980575263500213623e-01
-3.197647258639335632e-02,1.526501402258872986e-02,5.856969356536865234e-01,-2.531137466430664062e-01,-5.621296763420104980e-01,-7.335851192474365234e-01,-4.784160256385803223e-01,-4.870715737342834473e-01,-3.712082505226135254e-01
-3.429841995239257812e-02,1.286176685243844986e-02,5.835356712341308594e-01,-2.623623013496398926e-01,-5.866628885269165039e-01,-7.196139097213745117e-01,-4.643892049789428711e-01,-4.806495308876037598e-01,-4.322521686553955078e-01
-3.638039156794548035e-02,1.040121726691722870e-02,5.812827348709106445e-01,-2.664621472358703613e-01,-6.169588565826416016e-01,-7.009740471839904785e-01,-4.163941144943237305e-01,-4.921098351478576660e-01,-4.505859315395355225e-01
-3.853422775864601135e-02,7.963029667735099792e-03,5.786544680595397949e-01,-2.704122066497802734e-01,-6.436437964439392090e-01,-6.825062632560729980e-01,-4.307672083377838135e-01,-4.876376092433929443e-01,-5.256571769714355469e-01
-4.069349542260169983e-02,5.507944617420434952e-03,5.757186412811279297e-01,-2.741096317768096924e-01,-6.686865687370300293e-01,-6.630480885505676270e-01,-4.318540394306182861e-01,-4.910169839859008789e-01,-5.871593952178955078e-01
-4.281316697597503662e-02,3.033128799870610237e-03,5.725114941596984863e-01,-2.771790027618408203e-01,-6.929937601089477539e-01,-6.418437957763671875e-01,-4.239339530467987061e-01,-4.949631392955780029e-01,-6.414337754249572754e-01
-4.492255672812461853e-02,4.895914462395012379e-04,5.690195560455322266e-01,-2.797020673751831055e-01,-7.165665030479431152e-01,-6.192789673805236816e-01,-4.218778610229492188e-01,-5.087074637413024902e-01,-6.983900070190429688e-01
-4.699783027172088623e-02,-2.110403962433338165e-03,5.652706623077392578e-01,-2.812741100788116455e-01,-7.395338416099548340e-01,-5.951046347618103027e-01,-4.150547981262207031e-01,-5.199990868568420410e-01,-7.497711181640625000e-01
-4.900568723678588867e-02,-4.772522021085023880e-03,5.612870454788208008e-01,-2.806710302829742432e-01,-7.623484730720520020e-01,-5.692483782768249512e-01,-4.015712440013885498e-01,-5.324236154556274414e-01,-7.967268824577331543e-01
-5.094346776604652405e-02,-7.533923722803592682e-03,5.570878982543945312e-01,-2.754766047000885010e-01,-7.854880690574645996e-01,-5.426526665687561035e-01,-3.875563740730285645e-01,-5.522803664207458496e-01,-8.398327231407165527e-01
-5.288628116250038147e-02,-1.043229922652244568e-02,5.526185631752014160e-01,-2.673213779926300049e-01,-8.081114292144775391e-01,-5.157305002212524414e-01,-3.885630369186401367e-01,-5.796750187873840332e-01,-8.938674330711364746e-01
-5.486850440502166748e-02,-1.352933887392282486e-02,5.481080412864685059e-01,-2.450991868972778320e-01,-8.321198225021362305e-01,-4.927810132503509521e-01,-3.964440226554870605e-01,-6.194079518318176270e-01,-9.021027684211730957e-01
-5.684895068407058716e-02,-1.669999025762081146e-02,5.430303812026977539e-01,-2.308893501758575439e-01,-8.533016443252563477e-01,-4.645884931087493896e-01,-3.960898816585540771e-01,-6.341302394866943359e-01,-1.015532255172729492e+00
-5.894711613655090332e-02,-1.993868872523307800e-02,5.375264883041381836e-01,-2.223977446556091309e-01,-8.719187974929809570e-01,-4.342697560787200928e-01,-4.196331202983856201e-01,-6.477396488189697266e-01,-1.100773930549621582e+00
-6.113057583570480347e-02,-2.329587563872337341e-02,5.317127704620361328e-01,-2.118462026119232178e-01,-8.892049789428710938e-01,-4.045701324939727783e-01,-4.366914927959442139e-01,-6.714375615119934082e-01,-1.162744045257568359e+00
-6.348554790019989014e-02,-2.680127508938312531e-02,5.258197784423828125e-01,-1.899577677249908447e-01,-9.052515029907226562e-01,-3.800316154956817627e-01,-4.709946811199188232e-01,-7.010797858238220215e-01,-1.178598403930664062e+00
-6.591333448886871338e-02,-3.029369935393333435e-02,5.193964242935180664e-01,-1.762455105781555176e-01,-9.192098379135131836e-01,-3.513795435428619385e-01,-4.855578541755676270e-01,-6.984850168228149414e-01,-1.284667968750000000e+00
-6.841564178466796875e-02,-3.383759781718254089e-02,5.126343369483947754e-01,-1.618536710739135742e-01,-9.316720366477966309e-01,-3.224735260009765625e-01,-5.004612207412719727e-01,-7.087797522544860840e-01,-1.352425217628479004e+00
-7.098769396543502808e-02,-3.742313012480735779e-02,5.055259466171264648e-01,-1.467503458261489868e-01,-9.426335692405700684e-01,-2.933378815650939941e-01,-5.144098401069641113e-01,-7.171066403388977051e-01,-1.421679615974426270e+00
-7.361664623022079468e-02,-4.104645550251007080e-02,4.980593323707580566e-01,-1.308089047670364380e-01,-9.521139264106750488e-01,-2.640016078948974609e-01,-5.257904529571533203e-01,-7.246646881103515625e-01,-1.493316769599914551e+00
-7.630385458469390869e-02,-4.469469562172889709e-02,4.902294576168060303e-01,-1.142198219895362854e-01,-9.600719809532165527e-01,-2.345104962587356567e-01,-5.374425053596496582e-01,-7.296479940414428711e-01,-1.565975785255432129e+00
-7.904240489006042480e-02,-4.836214333772659302e-02,4.820284247398376465e-01,-9.702232480049133301e-02,-9.665361046791076660e-01,-2.048481702804565430e-01,-5.477092862129211426e-01,-7.334895730018615723e-01,-1.640210270881652832e+00
-8.183480799198150635e-02,-5.203260108828544617e-02,4.734544157981872559e-01,-7.947108894586563110e-02,-9.714690446853637695e-01,-1.750544011592864990e-01,-5.584806799888610840e-01,-7.340914011001586914e-01,-1.714799046516418457e+00
-8.485838770866394043e-02,-5.579746887087821960e-02,4.646576344966888428e-01,-5.471089854836463928e-02,-9.714997410774230957e-01,-1.487848162651062012e-01,-6.047154664993286133e-01,-7.529737353324890137e-01,-1.759356379508972168e+00
-8.780566602945327759e-02,-5.945635959506034851e-02,4.552847146987915039e-01,-3.485334664583206177e-02,-9.716513156890869141e-01,-1.201272159814834595e-01,-5.894562602043151855e-01,-7.317785620689392090e-01,-1.874585747718811035e+00
-9.074179083108901978e-02,-6.306447088718414307e-02,4.454925060272216797e-01,-1.607279293239116669e-02,-9.709725975990295410e-01,-9.091213345527648926e-02,-5.872246623039245605e-01,-7.216222286224365234e-01,-1.958441495895385742e+00
-9.366331249475479126e-02,-6.663224101066589355e-02,4.353031814098358154e-01,2.350704511627554893e-03,-9.694058895111083984e-01,-6.157842278480529785e-02,-5.843046307563781738e-01,-7.135542631149291992e-01,-2.037863969802856445e+00
-9.652800112962722778e-02,-7.017524540424346924e-02,4.247249364852905273e-01,2.126299776136875153e-02,-9.668436646461486816e-01,-3.176084160804748535e-02,-5.729380846023559570e-01,-7.086005806922912598e-01,-2.115649700164794922e+00
-1.019846573472023010e-01,-7.210419327020645142e-02,4.177226126194000244e-01,3.741466999053955078e-02,-9.622748494148254395e-01,-4.206284880638122559e-03,-1.091330647468566895e+00,-3.857894837856292725e-01,-1.400466203689575195e+00
-1.081853657960891724e-01,-7.379737496376037598e-02,4.114809334278106689e-01,5.370587483048439026e-02,-9.567061662673950195e-01,2.202101796865463257e-02,-1.240141510963439941e+00,-3.386365771293640137e-01,-1.248332381248474121e+00
-1.143967881798744202e-01,-7.535234093666076660e-02,4.049028754234313965e-01,6.771153211593627930e-02,-9.502140879631042480e-01,4.791326448321342468e-02,-1.242284297943115234e+00,-3.109933435916900635e-01,-1.315610527992248535e+00
-1.205877959728240967e-01,-7.681593298912048340e-02,3.979890644550323486e-01,8.094289153814315796e-02,-9.429132938385009766e-01,7.386381179094314575e-02,-1.238201737403869629e+00,-2.927182316780090332e-01,-1.382761359214782715e+00
-1.267264187335968018e-01,-7.819545269012451172e-02,3.907440006732940674e-01,9.371467679738998413e-02,-9.351987838745117188e-01,9.928467869758605957e-02,-1.227725744247436523e+00,-2.759029567241668701e-01,-1.449014067649841309e+00
-1.336370706558227539e-01,-7.898656278848648071e-02,3.844681680202484131e-01,1.062005013227462769e-01,-9.274157881736755371e-01,1.247628107666969299e-01,-1.382130026817321777e+00,-1.582228392362594604e-01,-1.255169391632080078e+00
-1.405512094497680664e-01,-7.970134913921356201e-02,3.778761029243469238e-01,1.181963086128234863e-01,-9.180629849433898926e-01,1.501711606979370117e-01,-1.382826447486877441e+00,-1.429576426744461060e-01,-1.318412184715270996e+00
-1.476940810680389404e-01,-8.036014437675476074e-02,3.709767460823059082e-01,1.272562891244888306e-01,-8.998195528984069824e-01,1.759872585535049438e-01,-1.428573608398437500e+00,-1.317578405141830444e-01,-1.379868984222412109e+00
-1.554711461067199707e-01,-8.039440214633941650e-02,3.644406795501708984e-01,1.349405199289321899e-01,-8.854319453239440918e-01,1.977075934410095215e-01,-1.555414795875549316e+00,-6.852404680103063583e-03,-1.307214260101318359e+00
-1.631136685609817505e-01,-8.032727241516113281e-02,3.575840592384338379e-01,1.419581323862075806e-01,-8.715133070945739746e-01,2.183818221092224121e-01,-1.528502702713012695e+00,1.342563983052968979e-02,-1.371323585510253906e+00
-1.707663089036941528e-01,-8.019717037677764893e-02,3.502923846244812012e-01,1.515477001667022705e-01,-8.551568984985351562e-01,2.437997162342071533e-01,-1.530529856681823730e+00,2.602034062147140503e-02,-1.458335399627685547e+00
-1.782114356756210327e-01,-7.996658235788345337e-02,3.427318334579467773e-01,1.584730297327041626e-01,-8.389824628829956055e-01,2.653563618659973145e-01,-1.489023685455322266e+00,4.611865058541297913e-02,-1.512113571166992188e+00
-1.854957789182662964e-01,-7.968422025442123413e-02,3.348334729671478271e-01,1.654750257730484009e-01,-8.222792744636535645e-01,2.857593894004821777e-01,-1.456870317459106445e+00,5.647167190909385681e-02,-1.579671740531921387e+00
-1.926272064447402954e-01,-7.935239374637603760e-02,3.265978693962097168e-01,1.728531420230865479e-01,-8.049325942993164062e-01,3.056528568267822266e-01,-1.426286220550537109e+00,6.636538356542587280e-02,-1.647121071815490723e+00
-1.995966583490371704e-01,-7.898052781820297241e-02,3.180213272571563721e-01,1.808565855026245117e-01,-7.869576215744018555e-01,3.250124454498291016e-01,-1.393888235092163086e+00,7.437308877706527710e-02,-1.715304613113403320e+00
-2.063935101032257080e-01,-7.858023047447204590e-02,3.091027736663818359e-01,1.896812468767166138e-01,-7.683670520782470703e-01,3.436722159385681152e-01,-1.359371185302734375e+00,8.005947619676589966e-02,-1.783708810806274414e+00
-2.129989415407180786e-01,-7.816299796104431152e-02,2.998542487621307373e-01,1.994713842868804932e-01,-7.496266961097717285e-01,3.613242805004119873e-01,-1.321087837219238281e+00,8.344648033380508423e-02,-1.849708318710327148e+00
-2.194208949804306030e-01,-7.775555551052093506e-02,2.902888357639312744e-01,2.102442830801010132e-01,-7.298952937126159668e-01,3.781417906284332275e-01,-1.284389019012451172e+00,8.148896694183349609e-02,-1.913083910942077637e+00
-2.256543040275573730e-01,-7.735163718461990356e-02,2.804535031318664551e-01,2.214529216289520264e-01,-7.097076177597045898e-01,3.943497538566589355e-01,-1.246682882308959961e+00,8.078333735466003418e-02,-1.967062711715698242e+00
-2.316991239786148071e-01,-7.691483199596405029e-02,2.703515589237213135e-01,2.320039123296737671e-01,-6.889927983283996582e-01,4.104726910591125488e-01,-1.208963513374328613e+00,8.736075460910797119e-02,-2.020392179489135742e+00
-2.377903014421463013e-01,-7.630221545696258545e-02,2.598840296268463135e-01,2.339771538972854614e-01,-6.545919179916381836e-01,4.298820793628692627e-01,-1.218235373497009277e+00,1.225229725241661072e-01,-2.093503475189208984e+00
-2.434136271476745605e-01,-7.571678608655929565e-02,2.492218911647796631e-01,2.390409857034683228e-01,-6.284064054489135742e-01,4.469206035137176514e-01,-1.124664545059204102e+00,1.170863956212997437e-01,-2.132428169250488281e+00
-2.488133907318115234e-01,-7.521770149469375610e-02,2.382736355066299438e-01,2.484891712665557861e-01,-6.054905652999877930e-01,4.607113599777221680e-01,-1.079953193664550781e+00,9.981726109981536865e-02,-2.189650774002075195e+00
-2.540372908115386963e-01,-7.477381825447082520e-02,2.270394265651702881e-01,2.611121237277984619e-01,-5.844405889511108398e-01,4.719688892364501953e-01,-1.044781088829040527e+00,8.877620846033096313e-02,-2.246842622756958008e+00
-2.590984106063842773e-01,-7.438113540410995483e-02,2.155363708734512329e-01,2.759253382682800293e-01,-5.641042590141296387e-01,4.814418554306030273e-01,-1.012224197387695312e+00,7.853664457798004150e-02,-2.300611972808837891e+00
-2.639861702919006348e-01,-7.403659075498580933e-02,2.037713676691055298e-01,2.927896678447723389e-01,-5.448952317237854004e-01,4.890775084495544434e-01,-9.775484204292297363e-01,6.890958547592163086e-02,-2.352999687194824219e+00
-2.686856985092163086e-01,-7.372084259986877441e-02,1.917415261268615723e-01,3.106116354465484619e-01,-5.257984399795532227e-01,4.954521656036376953e-01,-9.399073719978332520e-01,6.314954906702041626e-02,-2.405968427658081055e+00
-2.731994092464447021e-01,-7.340411841869354248e-02,1.794384568929672241e-01,3.279204964637756348e-01,-5.049479603767395020e-01,5.014746785163879395e-01,-9.027415513992309570e-01,6.334477663040161133e-02,-2.460614681243896484e+00
-2.776553928852081299e-01,-7.291430979967117310e-02,1.668090224266052246e-01,3.362865149974822998e-01,-4.702408015727996826e-01,5.132048726081848145e-01,-8.911952972412109375e-01,9.796160459518432617e-02,-2.525886297225952148e+00
-2.818058729171752930e-01,-7.255949079990386963e-02,1.540130823850631714e-01,3.509529232978820801e-01,-4.451153576374053955e-01,5.188723206520080566e-01,-8.300997018814086914e-01,7.096339762210845947e-02,-2.559186458587646484e+00
-2.857559323310852051e-01,-7.226604223251342773e-02,1.409987360239028931e-01,3.684004843235015869e-01,-4.234963357448577881e-01,5.214594602584838867e-01,-7.900078296661376953e-01,5.868947878479957581e-02,-2.602871894836425781e+00
-2.895231544971466064e-01,-7.202032208442687988e-02,1.277520805597305298e-01,3.881392180919647217e-01,-4.031552672386169434e-01,5.221663117408752441e-01,-7.534464597702026367e-01,4.914495348930358887e-02,-2.649329185485839844e+00
-2.918339669704437256e-01,-7.711446285247802734e-02,1.263684779405593872e-01,4.216113090515136719e-01,-3.779503703117370605e-01,5.416608452796936035e-01,-4.621632993221282959e-01,-1.018829226493835449e+00,-2.767206132411956787e-01
-2.942622900009155273e-01,-8.195330947637557983e-02,1.245375424623489380e-01,4.443821310997009277e-01,-3.358003497123718262e-01,5.677126646041870117e-01,-4.856623709201812744e-01,-9.677689075469970703e-01,-3.661873638629913330e-01
-2.966204285621643066e-01,-8.946641534566879272e-02,1.338435113430023193e-01,4.424493014812469482e-01,-3.490151464939117432e-01,5.754298567771911621e-01,-4.716296494007110596e-01,-1.502621293067932129e+00,1.861192822456359863e+00
-2.988878786563873291e-01,-9.698775410652160645e-02,1.428718417882919312e-01,4.398933649063110352e-01,-3.603655099868774414e-01,5.832905173301696777e-01,-4.534922838211059570e-01,-1.504267334938049316e+00,1.805667877197265625e+00
-3.010714054107666016e-01,-1.045166179537773132e-01,1.516314297914505005e-01,4.366517961025238037e-01,-3.701422512531280518e-01,5.914799571037292480e-01,-4.367061853408813477e-01,-1.505772233009338379e+00,1.751916170120239258e+00
-3.033022880554199219e-01,-1.118374392390251160e-01,1.600820273160934448e-01,4.232456982135772705e-01,-3.656397461891174316e-01,6.087760925292968750e-01,-4.461710751056671143e-01,-1.464165210723876953e+00,1.690119266510009766e+00
-3.053623139858245850e-01,-1.193649396300315857e-01,1.682998687028884888e-01,4.177744984626770020e-01,-3.712421953678131104e-01,6.184179782867431641e-01,-4.120078980922698975e-01,-1.505499601364135742e+00,1.643569707870483398e+00
-3.073413372039794922e-01,-1.269803941249847412e-01,1.762586236000061035e-01,4.157716035842895508e-01,-3.808495402336120605e-01,6.247720718383789062e-01,-3.958021104335784912e-01,-1.523090124130249023e+00,1.591749072074890137e+00
-3.092174232006072998e-01,-1.346627920866012573e-01,1.839621961116790771e-01,4.158725738525390625e-01,-3.928052783012390137e-01,6.291410923004150391e-01,-3.752201497554779053e-01,-1.536479592323303223e+00,1.540714859962463379e+00
-3.110045492649078369e-01,-1.423460096120834351e-01,1.914010196924209595e-01,4.144989550113677979e-01,-4.027367830276489258e-01,6.345168948173522949e-01,-3.574250638484954834e-01,-1.536644697189331055e+00,1.487764596939086914e+00
-3.128680586814880371e-01,-1.498238891363143921e-01,1.985600292682647705e-01,4.026261866092681885e-01,-3.997459113597869873e-01,6.485089659690856934e-01,-3.727024495601654053e-01,-1.495576024055480957e+00,1.431803464889526367e+00
-3.146157860755920410e-01,-1.573959738016128540e-01,2.054522037506103516e-01,3.934316933155059814e-01,-3.993829786777496338e-01,6.598213911056518555e-01,-3.495468795299530029e-01,-1.514416456222534180e+00,1.378435492515563965e+00
-3.162496685981750488e-01,-1.651294827461242676e-01,2.120823711156845093e-01,3.911050260066986084e-01,-4.066119790077209473e-01,6.656224727630615234e-01,-3.267715871334075928e-01,-1.546701550483703613e+00,1.326031208038330078e+00
-3.177946507930755615e-01,-1.729510426521301270e-01,2.184379398822784424e-01,3.923054635524749756e-01,-4.173331260681152344e-01,6.685302257537841797e-01,-3.089973032474517822e-01,-1.564311623573303223e+00,1.271116018295288086e+00
-3.192513585090637207e-01,-1.807697564363479614e-01,2.245232313871383667e-01,3.917410969734191895e-01,-4.260292053222656250e-01,6.725344061851501465e-01,-2.913430631160736084e-01,-1.563744783401489258e+00,1.217058062553405762e+00
-3.207991421222686768e-01,-1.883606910705566406e-01,2.303690165281295776e-01,3.787909448146820068e-01,-4.218480587005615234e-01,6.853734254837036133e-01,-3.095578253269195557e-01,-1.518184423446655273e+00,1.169155240058898926e+00
-3.221985101699829102e-01,-1.960617452859878540e-01,2.359386086463928223e-01,3.687208890914916992e-01,-4.205922186374664307e-01,6.957830786705017090e-01,-2.798748314380645752e-01,-1.540211558341979980e+00,1.113920450210571289e+00
-3.234689533710479736e-01,-2.039292305707931519e-01,2.412311583757400513e-01,3.653471171855926514e-01,-4.260693490505218506e-01,7.015917897224426270e-01,-2.540849447250366211e-01,-1.573496699333190918e+00,1.058509469032287598e+00
-3.246313929557800293e-01,-2.119016349315643311e-01,2.462468296289443970e-01,3.656687736511230469e-01,-4.351991415023803711e-01,7.048812508583068848e-01,-2.324911355972290039e-01,-1.594481587409973145e+00,1.003134131431579590e+00
