# s0,s1,s2,s3,s4,s5,s6,s7,s8
-3.168922848999500275e-03,6.891670078039169312e-02,5.357414484024047852e-01,4.524167627096176147e-02,3.812330588698387146e-02,-7.651234865188598633e-01,-4.090592861175537109e-01,-2.408732324838638306e-01,9.264892935752868652e-01
-5.239093210548162460e-03,6.762386113405227661e-02,5.400489568710327148e-01,1.837833039462566376e-02,1.152779534459114075e-02,-7.755119204521179199e-01,-4.140340387821197510e-01,-2.585678994655609131e-01,8.614994883537292480e-01
-7.368700113147497177e-03,6.623993068933486938e-02,5.440385341644287109e-01,-9.018204174935817719e-03,-1.519687008112668991e-02,-7.850302457809448242e-01,-4.259213805198669434e-01,-2.767871022224426270e-01,7.979218959808349609e-01
-9.509238414466381073e-03,6.480164080858230591e-02,5.476859807968139648e-01,-3.428547084331512451e-02,-4.409969970583915710e-02,-7.935017347335815430e-01,-4.281077086925506592e-01,-2.876574099063873291e-01,7.294795513153076172e-01
-1.166518870741128922e-02,6.331613659858703613e-02,5.509880781173706055e-01,-5.817595869302749634e-02,-7.435497641563415527e-02,-8.006294965744018555e-01,-4.311899542808532715e-01,-2.971001863479614258e-01,6.604257225990295410e-01
-1.386377029120922089e-02,6.176877766847610474e-02,5.539386272430419922e-01,-8.278529345989227295e-02,-1.040842011570930481e-01,-8.059570789337158203e-01,-4.397163391113281250e-01,-3.094721436500549316e-01,5.901045203208923340e-01
-1.603068411350250244e-02,6.020604819059371948e-02,5.565480589866638184e-01,-1.042182371020317078e-01,-1.361975967884063721e-01,-8.100224137306213379e-01,-4.333826601505279541e-01,-3.125463426113128662e-01,5.218842625617980957e-01
-1.820251531898975372e-02,5.859985575079917908e-02,5.588203072547912598e-01,-1.261355727910995483e-01,-1.678050756454467773e-01,-8.120919466018676758e-01,-4.343664646148681641e-01,-3.212384879589080811e-01,4.544591605663299561e-01
-2.037910372018814087e-02,5.695709958672523499e-02,5.607464313507080078e-01,-1.482200324535369873e-01,-1.989980787038803101e-01,-8.120695948600769043e-01,-4.353174567222595215e-01,-3.285509645938873291e-01,3.852243423461914062e-01
-2.255601622164249420e-02,5.526588112115859985e-02,5.623392462730407715e-01,-1.700515598058700562e-01,-2.299124151468276978e-01,-8.103389739990234375e-01,-4.353827834129333496e-01,-3.382439017295837402e-01,3.185537457466125488e-01
-2.471672184765338898e-02,5.353099480271339417e-02,5.636027455329895020e-01,-1.911830306053161621e-01,-2.607953250408172607e-01,-8.069389462471008301e-01,-4.321409165859222412e-01,-3.469772636890411377e-01,2.527107894420623779e-01
-2.680819295346736908e-02,5.178729817271232605e-02,5.645859241485595703e-01,-2.076927423477172852e-01,-2.940444350242614746e-01,-8.030260801315307617e-01,-4.182943701744079590e-01,-3.487391471862792969e-01,1.966272890567779541e-01
-2.887364476919174194e-02,5.000638961791992188e-02,5.652857422828674316e-01,-2.217783629894256592e-01,-3.280614912509918213e-01,-7.981727719306945801e-01,-4.130902588367462158e-01,-3.561816215515136719e-01,1.399627029895782471e-01
-3.094423748552799225e-02,4.817141965031623840e-02,5.656673312187194824e-01,-2.363559603691101074e-01,-3.609595000743865967e-01,-7.912638783454895020e-01,-4.141184389591217041e-01,-3.669939637184143066e-01,7.632685452699661255e-02
-3.300928324460983276e-02,4.628595337271690369e-02,5.657420754432678223e-01,-2.508293092250823975e-01,-3.930235207080841064e-01,-7.825573682785034180e-01,-4.130093455314636230e-01,-3.770937621593475342e-01,1.494374126195907593e-02
-3.506219387054443359e-02,4.435087740421295166e-02,5.655170679092407227e-01,-2.647961676120758057e-01,-4.244339764118194580e-01,-7.722160220146179199e-01,-4.105817973613739014e-01,-3.870147764682769775e-01,-4.499954730272293091e-02
-3.709876909852027893e-02,4.236744344234466553e-02,5.649984478950500488e-01,-2.778992950916290283e-01,-4.553089737892150879e-01,-7.603691220283508301e-01,-4.073153138160705566e-01,-3.966868519783020020e-01,-1.037293523550033569e-01
-3.907699510455131531e-02,4.035652056336402893e-02,5.642606019973754883e-01,-2.855432033538818359e-01,-4.878160357475280762e-01,-7.487651109695434570e-01,-3.956450521945953369e-01,-4.021845757961273193e-01,-1.475647538900375366e-01
-4.105746373534202576e-02,3.828883916139602661e-02,5.632168650627136230e-01,-2.933606505393981934e-01,-5.190743803977966309e-01,-7.351233363151550293e-01,-3.960940837860107422e-01,-4.135361313819885254e-01,-2.087525278329849243e-01
-4.303715750575065613e-02,3.616647794842720032e-02,5.618826150894165039e-01,-3.007732331752777100e-01,-5.493321418762207031e-01,-7.197988629341125488e-01,-3.959387242794036865e-01,-4.244721531867980957e-01,-2.668441236019134521e-01
-4.500524699687957764e-02,3.398789837956428528e-02,5.602635741233825684e-01,-3.073695003986358643e-01,-5.788628458976745605e-01,-7.028648853302001953e-01,-3.936177790164947510e-01,-4.357159137725830078e-01,-3.238070011138916016e-01
-4.696589708328247070e-02,3.175084665417671204e-02,5.583581924438476562e-01,-3.129851520061492920e-01,-6.075729131698608398e-01,-6.845096945762634277e-01,-3.921299874782562256e-01,-4.474107325077056885e-01,-3.810771703720092773e-01
-4.891386255621910095e-02,2.944770455360412598e-02,5.562391877174377441e-01,-3.147309422492980957e-01,-6.366772055625915527e-01,-6.661223173141479492e-01,-3.895927071571350098e-01,-4.606283605098724365e-01,-4.237986207008361816e-01
-5.086937919259071350e-02,2.706748619675636292e-02,5.538339018821716309e-01,-3.163654804229736328e-01,-6.649888157844543457e-01,-6.456087231636047363e-01,-3.911040425300598145e-01,-4.760438203811645508e-01,-4.810573160648345947e-01
-5.283823236823081970e-02,2.462194487452507019e-02,5.511322021484375000e-01,-3.174804449081420898e-01,-6.921901702880859375e-01,-6.234013438224792480e-01,-3.937700986862182617e-01,-4.891082644462585449e-01,-5.403454303741455078e-01
-5.482288077473640442e-02,2.210034057497978210e-02,5.482177734375000000e-01,-3.142355084419250488e-01,-7.193214297294616699e-01,-6.013934016227722168e-01,-3.969295918941497803e-01,-5.043205618858337402e-01,-5.828796029090881348e-01
-5.686987936496734619e-02,1.963091827929019928e-02,5.448095202445983887e-01,-3.113648593425750732e-01,-7.414419054985046387e-01,-5.809324979782104492e-01,-4.093997180461883545e-01,-4.938847124576568604e-01,-6.816501617431640625e-01
-5.888586118817329407e-02,1.702222041785717010e-02,5.412051677703857422e-01,-3.075345456600189209e-01,-7.647619247436523438e-01,-5.570385456085205078e-01,-4.031968116760253906e-01,-5.217394828796386719e-01,-7.208726406097412109e-01
-6.091952323913574219e-02,1.433042157441377640e-02,5.373278260231018066e-01,-3.029991090297698975e-01,-7.875120639801025391e-01,-5.310978889465332031e-01,-4.067320227622985840e-01,-5.383597016334533691e-01,-7.754676342010498047e-01
-6.295849382877349854e-02,1.156670786440372467e-02,5.331516861915588379e-01,-2.973815798759460449e-01,-8.093111515045166016e-01,-5.036464333534240723e-01,-4.077942967414855957e-01,-5.527427792549133301e-01,-8.352288007736206055e-01
-6.500361859798431396e-02,8.739701472222805023e-03,5.286611914634704590e-01,-2.905918955802917480e-01,-8.298659324645996094e-01,-4.752292335033416748e-01,-4.090243577957153320e-01,-5.654013752937316895e-01,-8.981013894081115723e-01
-6.702736020088195801e-02,5.954164080321788788e-03,5.237944722175598145e-01,-2.798227071762084961e-01,-8.472564816474914551e-01,-4.513586163520812988e-01,-4.047486186027526855e-01,-5.571073889732360840e-01,-9.733405709266662598e-01
-6.909789144992828369e-02,2.990538487210869789e-03,5.187278389930725098e-01,-2.666477560997009277e-01,-8.646758794784545898e-01,-4.255124628543853760e-01,-4.141065180301666260e-01,-5.927251577377319336e-01,-1.013324737548828125e+00
-7.120680809020996094e-02,-4.147173603996634483e-05,5.133263468742370605e-01,-2.536755800247192383e-01,-8.808714151382446289e-01,-3.980412185192108154e-01,-4.217827022075653076e-01,-6.064020395278930664e-01,-1.080304861068725586e+00
-7.334530353546142578e-02,-3.134805941954255104e-03,5.075970292091369629e-01,-2.402437180280685425e-01,-8.959271311759948730e-01,-3.693424463272094727e-01,-4.276993274688720703e-01,-6.186668276786804199e-01,-1.145857691764831543e+00
-7.550072669982910156e-02,-6.303805392235517502e-03,5.015718340873718262e-01,-2.250808328390121460e-01,-9.101007580757141113e-01,-3.396769165992736816e-01,-4.310844540596008301e-01,-6.337998509407043457e-01,-1.205039381980895996e+00
-7.767960429191589355e-02,-9.561325423419475555e-03,4.952552616596221924e-01,-2.077159732580184937e-01,-9.233554601669311523e-01,-3.092617392539978027e-01,-4.357768595218658447e-01,-6.515040993690490723e-01,-1.263318538665771484e+00
-7.996949553489685059e-02,-1.290310267359018326e-02,4.886254966259002686e-01,-1.889041662216186523e-01,-9.342379570007324219e-01,-2.793676257133483887e-01,-4.579772353172302246e-01,-6.683554053306579590e-01,-1.325952291488647461e+00
-8.227723091840744019e-02,-1.629229262471199036e-02,4.815957546234130859e-01,-1.700975000858306885e-01,-9.438439607620239258e-01,-2.483744025230407715e-01,-4.615470468997955322e-01,-6.778380274772644043e-01,-1.405951857566833496e+00
-8.460088074207305908e-02,-1.974814012646675110e-02,4.741941392421722412e-01,-1.502314209938049316e-01,-9.522855281829833984e-01,-2.166850119829177856e-01,-4.647305607795715332e-01,-6.911696195602416992e-01,-1.480319738388061523e+00
-8.694601804018020630e-02,-2.328968606889247894e-02,4.664287865161895752e-01,-1.286017745733261108e-01,-9.595631957054138184e-01,-1.845682114362716675e-01,-4.690276384353637695e-01,-7.083089947700500488e-01,-1.553073048591613770e+00
-8.932403475046157837e-02,-2.693574316799640656e-02,4.582999646663665771e-01,-1.045471504330635071e-01,-9.655450582504272461e-01,-1.523773968219757080e-01,-4.756025373935699463e-01,-7.292116284370422363e-01,-1.625764846801757812e+00
-9.174758940935134888e-02,-3.062402456998825073e-02,4.497669339179992676e-01,-8.001494407653808594e-02,-9.699279665946960449e-01,-1.199056431651115417e-01,-4.847112298011779785e-01,-7.376560568809509277e-01,-1.706605434417724609e+00
-9.429457783699035645e-02,-3.435698896646499634e-02,4.408515691757202148e-01,-5.541518703103065491e-02,-9.711854457855224609e-01,-8.782043308019638062e-02,-5.093978643417358398e-01,-7.465927004814147949e-01,-1.783071637153625488e+00
-9.684727340936660767e-02,-3.806407377123832703e-02,4.315079748630523682e-01,-3.125580772757530212e-02,-9.712753295898437500e-01,-5.517358332872390747e-02,-5.105383992195129395e-01,-7.414173483848571777e-01,-1.868721723556518555e+00
-1.023270040750503540e-01,-4.007851332426071167e-02,4.257791042327880859e-01,-1.236852630972862244e-02,-9.684784412384033203e-01,-2.477355487644672394e-02,-1.095947265625000000e+00,-4.028878211975097656e-01,-1.145771503448486328e+00
-1.078214570879936218e-01,-4.193155840039253235e-02,4.196486473083496094e-01,3.263265360146760941e-03,-9.643192887306213379e-01,6.092187482863664627e-03,-1.098890066146850586e+00,-3.706092536449432373e-01,-1.226090908050537109e+00
-1.133204847574234009e-01,-4.368964210152626038e-02,4.131705462932586670e-01,1.802278496325016022e-02,-9.588963985443115234e-01,3.705464676022529602e-02,-1.099805831909179688e+00,-3.516161739826202393e-01,-1.295622229576110840e+00
-1.188554018735885620e-01,-4.537215456366539001e-02,4.063599705696105957e-01,3.190183266997337341e-02,-9.512522220611572266e-01,6.789409369230270386e-02,-1.106983065605163574e+00,-3.365031182765960693e-01,-1.362114310264587402e+00
-1.243548095226287842e-01,-4.699117317795753479e-02,3.992087543010711670e-01,4.623633623123168945e-02,-9.426671862602233887e-01,9.872715920209884644e-02,-1.099882125854492188e+00,-3.238034844398498535e-01,-1.430242657661437988e+00
-1.298818737268447876e-01,-4.855191707611083984e-02,3.917104005813598633e-01,5.987365171313285828e-02,-9.314105510711669922e-01,1.292138844728469849e-01,-1.105411529541015625e+00,-3.121485412120819092e-01,-1.499671459197998047e+00
-1.353383362293243408e-01,-5.006732419133186340e-02,3.838492929935455322e-01,7.474297285079956055e-02,-9.194978475570678711e-01,1.592411547899246216e-01,-1.091292023658752441e+00,-3.030815422534942627e-01,-1.572222113609313965e+00
-1.407328397035598755e-01,-5.154291540384292603e-02,3.756301403045654297e-01,9.081245213747024536e-02,-9.067917466163635254e-01,1.886954903602600098e-01,-1.078901767730712891e+00,-2.951185107231140137e-01,-1.643830418586730957e+00
-1.460693329572677612e-01,-5.297084152698516846e-02,3.670597672462463379e-01,1.076599955558776855e-01,-8.931582570075988770e-01,2.175412327051162720e-01,-1.067298054695129395e+00,-2.855845987796783447e-01,-1.714074730873107910e+00
-1.513476967811584473e-01,-5.435239523649215698e-02,3.581395745277404785e-01,1.252429336309432983e-01,-8.785082101821899414e-01,2.457411885261535645e-01,-1.055673718452453613e+00,-2.763109207153320312e-01,-1.784034252166748047e+00
-1.566274166107177734e-01,-5.566447973251342773e-02,3.488616645336151123e-01,1.415782272815704346e-01,-8.608719110488891602e-01,2.735282480716705322e-01,-1.055943965911865234e+00,-2.624169886112213135e-01,-1.855587601661682129e+00
-1.618087738752365112e-01,-5.692631751298904419e-02,3.392381072044372559e-01,1.590577960014343262e-01,-8.427913188934326172e-01,3.003810048103332520e-01,-1.036272168159484863e+00,-2.523675858974456787e-01,-1.924710035324096680e+00
-1.681143045425415039e-01,-5.768794938921928406e-02,3.303526639938354492e-01,1.767697930335998535e-01,-8.237329721450805664e-01,3.252701759338378906e-01,-1.261104583740234375e+00,-1.523265987634658813e-01,-1.777088880538940430e+00
-1.743284463882446289e-01,-5.836673453450202942e-02,3.211582005023956299e-01,1.943903416395187378e-01,-8.040514588356018066e-01,3.495828211307525635e-01,-1.242828488349914551e+00,-1.357571929693222046e-01,-1.838889479637145996e+00
-1.805212050676345825e-01,-5.893274396657943726e-02,3.116355836391448975e-01,2.091810852289199829e-01,-7.809616923332214355e-01,3.740811049938201904e-01,-1.238551497459411621e+00,-1.132018044590950012e-01,-1.904526352882385254e+00
-1.865694820880889893e-01,-5.943472683429718018e-02,3.018223047256469727e-01,2.247778028249740601e-01,-7.582361102104187012e-01,3.976563513278961182e-01,-1.209656596183776855e+00,-1.003964990377426147e-01,-1.962653517723083496e+00
-1.924830675125122070e-01,-5.988494306802749634e-02,2.917205393314361572e-01,2.410640269517898560e-01,-7.357167005538940430e-01,4.202983081340789795e-01,-1.182715058326721191e+00,-9.004331380128860474e-02,-2.020351409912109375e+00
-1.982571780681610107e-01,-6.027608737349510193e-02,2.813650369644165039e-01,2.571412622928619385e-01,-7.136009335517883301e-01,4.425210654735565186e-01,-1.154822707176208496e+00,-7.822827994823455811e-02,-2.071103811264038086e+00
-2.038956582546234131e-01,-6.064908206462860107e-02,2.707043886184692383e-01,2.741495966911315918e-01,-6.913279891014099121e-01,4.635924398899078369e-01,-1.127696037292480469e+00,-7.459945976734161377e-02,-2.132131099700927734e+00
-2.094088792800903320e-01,-6.101232394576072693e-02,2.597193717956542969e-01,2.923728525638580322e-01,-6.685072779655456543e-01,4.832752346992492676e-01,-1.102646112442016602e+00,-7.264789938926696777e-02,-2.196999311447143555e+00
-2.148572206497192383e-01,-6.130110472440719604e-02,2.483869343996047974e-01,3.082545995712280273e-01,-6.420813202857971191e-01,5.032692551612854004e-01,-1.089665651321411133e+00,-5.775675922632217407e-02,-2.266488552093505859e+00
-2.201759070158004761e-01,-6.159364804625511169e-02,2.367030382156372070e-01,3.270851075649261475e-01,-6.155334115028381348e-01,5.204353332519531250e-01,-1.063738107681274414e+00,-5.850815773010253906e-02,-2.336778879165649414e+00
-2.253563553094863892e-01,-6.186153367161750793e-02,2.247174531221389771e-01,3.472265601158142090e-01,-5.891183018684387207e-01,5.357989072799682617e-01,-1.036090731620788574e+00,-5.357740074396133423e-02,-2.397119045257568359e+00
-2.304011881351470947e-01,-6.210021674633026123e-02,2.124312669038772583e-01,3.683134615421295166e-01,-5.626205205917358398e-01,5.495238900184631348e-01,-1.008966684341430664e+00,-4.773624613881111145e-02,-2.457236289978027344e+00
-2.353124618530273438e-01,-6.230678781867027283e-02,1.998376548290252686e-01,3.902270793914794922e-01,-5.358042120933532715e-01,5.615683794021606445e-01,-9.822532534599304199e-01,-4.131443426012992859e-02,-2.518723487854003906e+00
-2.401264905929565430e-01,-6.242197379469871521e-02,1.869255453348159790e-01,4.100312292575836182e-01,-5.062397122383117676e-01,5.738229751586914062e-01,-9.628069400787353516e-01,-2.303725667297840118e-02,-2.582419633865356445e+00
-2.447969466447830200e-01,-6.250667572021484375e-02,1.736907511949539185e-01,4.318026602268218994e-01,-4.766153097152709961e-01,5.832775831222534180e-01,-9.340895414352416992e-01,-1.694091223180294037e-02,-2.646958589553833008e+00
-2.493098527193069458e-01,-6.255274266004562378e-02,1.601724177598953247e-01,4.544415175914764404e-01,-4.471487700939178467e-01,5.907633900642395020e-01,-9.025834798812866211e-01,-9.213570505380630493e-03,-2.703669309616088867e+00
-2.537149786949157715e-01,-6.247634068131446838e-02,1.463322490453720093e-01,4.746119379997253418e-01,-4.143739640712738037e-01,5.985441803932189941e-01,-8.810266852378845215e-01,1.528089214116334915e-02,-2.768033266067504883e+00
-2.579474747180938721e-01,-6.235071644186973572e-02,1.321878433227539062e-01,4.966039061546325684e-01,-3.815648257732391357e-01,6.032083630561828613e-01,-8.464998006820678711e-01,2.512471936643123627e-02,-2.828880310058593750e+00
-2.581712901592254639e-01,-6.370433419942855835e-02,1.369611322879791260e-01,4.633770585060119629e-01,-4.186632335186004639e-01,5.993832349777221680e-01,-4.475716874003410339e-02,-2.707236707210540771e-01,9.546583890914916992e-01
-2.582144439220428467e-01,-6.486441940069198608e-02,1.412542015314102173e-01,4.315851032733917236e-01,-4.526680707931518555e-01,5.912265181541442871e-01,-8.632334880530834198e-03,-2.320165485143661499e-01,8.586147427558898926e-01
-2.581413388252258301e-01,-6.590028107166290283e-02,1.451554447412490845e-01,4.002425670623779297e-01,-4.852509200572967529e-01,5.803570747375488281e-01,1.462179236114025116e-02,-2.071722298860549927e-01,7.802485227584838867e-01
-2.580291330814361572e-01,-6.677265465259552002e-02,1.486379206180572510e-01,3.668631315231323242e-01,-5.138477683067321777e-01,5.687900781631469727e-01,2.243766188621520996e-02,-1.744752973318099976e-01,6.964926719665527344e-01
-2.578119039535522461e-01,-6.760148704051971436e-02,1.517725884914398193e-01,3.344039022922515869e-01,-5.426485538482666016e-01,5.548436045646667480e-01,4.344421625137329102e-02,-1.657656282186508179e-01,6.269349455833435059e-01
-2.574856579303741455e-01,-6.838316470384597778e-02,1.545695662498474121e-01,3.022387921810150146e-01,-5.714797973632812500e-01,5.391253232955932617e-01,6.525165587663650513e-02,-1.563366651535034180e-01,5.593941807746887207e-01
-2.570853233337402344e-01,-6.904906034469604492e-02,1.570042073726654053e-01,2.664838731288909912e-01,-5.968614816665649414e-01,5.242441892623901367e-01,8.006717264652252197e-02,-1.331779360771179199e-01,4.869289100170135498e-01
-2.572684288024902344e-01,-6.983519345521926880e-02,1.588748693466186523e-01,2.427851557731628418e-01,-6.188589334487915039e-01,5.025103688240051270e-01,-3.661932051181793213e-02,-1.572270840406417847e-01,3.741318285465240479e-01
-2.578592300415039062e-01,-7.062084227800369263e-02,1.605187803506851196e-01,2.231825143098831177e-01,-6.399295330047607422e-01,4.786727130413055420e-01,-1.181588992476463318e-01,-1.571296900510787964e-01,3.287818729877471924e-01
-2.584694623947143555e-01,-7.137861847877502441e-02,1.618621498346328735e-01,2.041383534669876099e-01,-6.601537466049194336e-01,4.534212648868560791e-01,-1.220510303974151611e-01,-1.515555381774902344e-01,2.686744332313537598e-01
-2.591007649898529053e-01,-7.211062312126159668e-02,1.629053056240081787e-01,1.852590292692184448e-01,-6.792998909950256348e-01,4.270263910293579102e-01,-1.262578964233398438e-01,-1.464008986949920654e-01,2.086311876773834229e-01
-2.597593665122985840e-01,-7.282136380672454834e-02,1.636449545621871948e-01,1.664257496595382690e-01,-6.972032189369201660e-01,3.996130228042602539e-01,-1.317192912101745605e-01,-1.421485692262649536e-01,1.479298323392868042e-01
-2.604919075965881348e-01,-7.349314540624618530e-02,1.640223264694213867e-01,1.448011845350265503e-01,-7.098925113677978516e-01,3.730506896972656250e-01,-1.465104818344116211e-01,-1.343560367822647095e-01,7.547511905431747437e-02
-2.612352669239044189e-01,-7.422186434268951416e-02,1.640788316726684570e-01,1.247443258762359619e-01,-7.225282788276672363e-01,3.445224761962890625e-01,-1.486704051494598389e-01,-1.457428187131881714e-01,1.130217406898736954e-02
-2.619892358779907227e-01,-7.499518245458602905e-02,1.638354957103729248e-01,1.055530011653900146e-01,-7.346909642219543457e-01,3.147699832916259766e-01,-1.507939994335174561e-01,-1.546644568443298340e-01,-4.866950958967208862e-02
-2.627564668655395508e-01,-7.581360638141632080e-02,1.633051633834838867e-01,8.693137019872665405e-02,-7.461790442466735840e-01,2.840149104595184326e-01,-1.534478068351745605e-01,-1.636853069067001343e-01,-1.060640588402748108e-01
-2.635374963283538818e-01,-7.666962593793869019e-02,1.624899357557296753e-01,6.853912770748138428e-02,-7.565689682960510254e-01,2.527228891849517822e-01,-1.562076956033706665e-01,-1.712025254964828491e-01,-1.630482524633407593e-01
-2.643263638019561768e-01,-7.756725698709487915e-02,1.614001244306564331e-01,5.023855343461036682e-02,-7.659240961074829102e-01,2.209366559982299805e-01,-1.577728539705276489e-01,-1.795275658369064331e-01,-2.179599255323410034e-01
-2.651149034500122070e-01,-7.849673926830291748e-02,1.600326001644134521e-01,3.173744678497314453e-02,-7.739647030830383301e-01,1.891812235116958618e-01,-1.577090471982955933e-01,-1.858954727649688721e-01,-2.735050320625305176e-01
-2.659810185432434082e-01,-7.944396138191223145e-02,1.583299785852432251e-01,1.146296784281730652e-02,-7.762573957443237305e-01,1.588825881481170654e-01,-1.732176691293716431e-01,-1.894449591636657715e-01,-3.405245542526245117e-01
-2.668442130088806152e-01,-8.048112690448760986e-02,1.563587337732315063e-01,-7.568028289824724197e-03,-7.786889076232910156e-01,1.274928003549575806e-01,-1.726402342319488525e-01,-2.074334770441055298e-01,-3.942481875419616699e-01
-2.677100300788879395e-01,-8.160785585641860962e-02,1.541346907615661621e-01,-2.535502240061759949e-02,-7.815485000610351562e-01,9.514501690864562988e-02,-1.731655448675155640e-01,-2.253452092409133911e-01,-4.448090791702270508e-01
-2.685895860195159912e-01,-8.281192183494567871e-02,1.516438126564025879e-01,-4.251631721854209900e-02,-7.833737134933471680e-01,6.267292052507400513e-02,-1.759103089570999146e-01,-2.408125251531600952e-01,-4.981753528118133545e-01
-2.694673836231231689e-01,-8.408121019601821899e-02,1.488947272300720215e-01,-5.950738117098808289e-02,-7.841448187828063965e-01,3.038993850350379944e-02,-1.755622625350952148e-01,-2.538589239120483398e-01,-5.498175621032714844e-01
-2.703288197517395020e-01,-8.541353046894073486e-02,1.459139287471771240e-01,-7.662415504455566406e-02,-7.842782139778137207e-01,-2.032749122008681297e-03,-1.722848266363143921e-01,-2.664636373519897461e-01,-5.961596369743347168e-01
-2.711642682552337646e-01,-8.681937307119369507e-02,1.427211314439773560e-01,-9.378083795309066772e-02,-7.838695049285888672e-01,-3.487016260623931885e-02,-1.670877188444137573e-01,-2.811683714389801025e-01,-6.385596990585327148e-01
-2.720404565334320068e-01,-8.830295503139495850e-02,1.392667591571807861e-01,-1.107174456119537354e-01,-7.786440849304199219e-01,-6.789314001798629761e-02,-1.752411723136901855e-01,-2.967166900634765625e-01,-6.908757686614990234e-01
-2.733684182167053223e-01,-8.995100110769271851e-02,1.356387138366699219e-01,-1.253725737333297729e-01,-7.676756381988525391e-01,-9.728150069713592529e-02,-2.655926942825317383e-01,-3.296087086200714111e-01,-7.256069779396057129e-01
-2.745948433876037598e-01,-9.169770777225494385e-02,1.317525357007980347e-01,-1.400428414344787598e-01,-7.556175589561462402e-01,-1.257120817899703979e-01,-2.452803850173950195e-01,-3.493421077728271484e-01,-7.772355675697326660e-01
-2.732189297676086426e-01,-9.259714931249618530e-02,1.386232972145080566e-01,-1.279383003711700439e-01,-7.674428820610046387e-01,-1.243967488408088684e-01,2.751808762550354004e-01,-1.798876971006393433e-01,1.374150037765502930e+00
-2.718654572963714600e-01,-9.363953769207000732e-02,1.450759172439575195e-01,-1.134696230292320251e-01,-7.739564180374145508e-01,-1.211018413305282593e-01,2.706955075263977051e-01,-2.084783762693405151e-01,1.290525197982788086e+00
-2.705000042915344238e-01,-9.471877664327621460e-02,1.512147337198257446e-01,-9.888678789138793945e-02,-7.785197496414184570e-01,-1.168331280350685120e-01,2.730918228626251221e-01,-2.158464789390563965e-01,1.227763891220092773e+00
-2.690942585468292236e-01,-9.579982608556747437e-02,1.570698767900466919e-01,-8.477169275283813477e-02,-7.825369834899902344e-01,-1.119132414460182190e-01,2.811455428600311279e-01,-2.162105739116668701e-01,1.171028256416320801e+00
-2.676671147346496582e-01,-9.689611196517944336e-02,1.626417934894561768e-01,-7.081026583909988403e-02,-7.854759693145751953e-01,-1.065612584352493286e-01,2.854271829128265381e-01,-2.192577868700027466e-01,1.114383220672607422e+00
-2.662279605865478516e-01,-9.801059216260910034e-02,1.679222583770751953e-01,-5.695624276995658875e-02,-7.866401672363281250e-01,-1.007053405046463013e-01,2.878331542015075684e-01,-2.228957861661911011e-01,1.056093335151672363e+00
-2.647221684455871582e-01,-9.910952299833297729e-02,1.729461550712585449e-01,-4.350478202104568481e-02,-7.896183133125305176e-01,-9.460097551345825195e-02,3.011592924594879150e-01,-2.197857201099395752e-01,1.004779815673828125e+00
-2.630355060100555420e-01,-1.001032516360282898e-01,1.778343170881271362e-01,-3.129882737994194031e-02,-8.044824600219726562e-01,-8.921290189027786255e-02,3.373321890830993652e-01,-1.987452805042266846e-01,9.776317477226257324e-01
-2.614229023456573486e-01,-1.012073531746864319e-01,1.823508590459823608e-01,-1.797319389879703522e-02,-8.104276657104492188e-01,-8.306999504566192627e-02,3.225233554840087891e-01,-2.208205610513687134e-01,9.033065438270568848e-01
-2.598635554313659668e-01,-1.024048998951911926e-01,1.865837723016738892e-01,-3.360695438459515572e-03,-8.131515979766845703e-01,-7.721298187971115112e-02,3.118667900562286377e-01,-2.395092248916625977e-01,8.465838432312011719e-01
-2.583047747611999512e-01,-1.036308035254478455e-01,1.905217170715332031e-01,1.143798511475324631e-02,-8.144873380661010742e-01,-7.093233615159988403e-02,3.117584288120269775e-01,-2.451815009117126465e-01,7.875878214836120605e-01
-2.567197680473327637e-01,-1.048960909247398376e-01,1.941838413476943970e-01,2.672894485294818878e-02,-8.147952556610107422e-01,-6.480838358402252197e-02,3.169973194599151611e-01,-2.530576884746551514e-01,7.324250936508178711e-01
-2.550442814826965332e-01,-1.061320975422859192e-01,1.975793838500976562e-01,4.138407856225967407e-02,-8.166553378105163574e-01,-5.845491960644721985e-02,3.350985646247863770e-01,-2.472007423639297485e-01,6.791094541549682617e-01
-2.532828450202941895e-01,-1.073364913463592529e-01,2.007175832986831665e-01,5.518371984362602234e-02,-8.197773694992065430e-01,-5.183416604995727539e-02,3.522889018058776855e-01,-2.408786416053771973e-01,6.276389360427856445e-01
-2.513202726840972900e-01,-1.084977760910987854e-01,2.037198990583419800e-01,6.906506419181823730e-02,-8.328460454940795898e-01,-4.739869758486747742e-02,3.925151824951171875e-01,-2.322569340467453003e-01,6.004638671875000000e-01
-2.494673132896423340e-01,-1.097833886742591858e-01,2.063256502151489258e-01,8.401361107826232910e-02,-8.362514376640319824e-01,-4.156048968434333801e-02,3.705902397632598877e-01,-2.571233510971069336e-01,5.211519002914428711e-01
-2.476707696914672852e-01,-1.111107617616653442e-01,2.086171358823776245e-01,9.909225255250930786e-02,-8.358448147773742676e-01,-3.499643132090568542e-02,3.593071997165679932e-01,-2.654739022254943848e-01,4.582946002483367920e-01
-2.458693534135818481e-01,-1.124840527772903442e-01,2.106115967035293579e-01,1.150364950299263000e-01,-8.335888981819152832e-01,-2.863176167011260986e-02,3.602854907512664795e-01,-2.746577262878417969e-01,3.988935947418212891e-01
